lon,lat,cat
116.3957038,39.8974292,attraction
116.4021073,39.8976897,hotel
116.3892665,39.8975871,hostel
116.389417,39.89197,hostel
116.391926,39.8933831,attraction
116.3881645,39.8933976,hotel
116.3861103,39.8934774,hostel
116.3872238,39.8937809,hotel
116.3858601,39.8942395,artwork
116.3858775,39.8941372,artwork
116.3863715,39.8942718,gallery
116.3866814,39.8943917,gallery
116.3867063,39.8945119,artwork
116.3867519,39.8945252,artwork
116.3868176,39.8945386,artwork
116.3868761,39.8944513,viewpoint
116.3869846,39.8945794,artwork
116.3870335,39.8945942,artwork
116.3870573,39.8946012,artwork
116.3877175,39.8946375,hotel
116.387784,39.8948136,artwork
116.4027695,39.8783578,information
116.4026707,39.879934,information
116.4051061,39.8809168,information
116.4172801,39.8862078,hotel
116.3954304,39.8886367,apartment
116.3955797,39.849084,artwork
116.3938857,39.8816286,attraction
116.3955916,39.8497479,hotel
116.3990589,39.8717478,hotel
116.3930343,39.907641,artwork
116.3835724,39.8980636,hostel
116.389525,39.9089793,hotel
116.390967,39.9103796,attraction
116.3796108,39.8902708,museum
116.380901,39.8902635,hotel
116.3812936,39.8913107,museum
116.3834145,39.893608,artwork
116.3834692,39.8934749,artwork
116.3838087,39.8912426,hostel
116.3838595,39.8935858,artwork
116.3841377,39.8925294,hotel
116.3847307,39.8789694,hotel
116.3909585,39.880629,hotel
116.3970658,39.9101929,hotel
116.3973613,39.9105345,hotel
116.3973711,39.9132879,hotel
116.3930455,39.9139639,information
116.3931192,39.9139669,information
116.3906799,39.9143193,artwork
116.3906403,39.9151656,artwork
116.3902626,39.9169163,artwork
116.3903821,39.9169195,artwork
116.3911401,39.9169415,artwork
116.3912675,39.916945,artwork
116.391255,39.913709,artwork
116.3905603,39.9137007,artwork
116.389242,39.9143252,attraction
116.3658682,39.884635,attraction
116.3688222,39.8939599,hotel
116.3698794,39.8883165,attraction
116.4050312,39.9112288,artwork
116.4042141,39.9212437,hotel
116.4040919,39.9204609,hotel
116.3410709,39.8957252,motel
116.4152965,39.9128545,attraction
116.4126221,39.9192193,hotel
116.4110426,39.9208878,hotel
116.3906035,39.9230873,viewpoint
116.3927531,39.9232417,attraction
116.3935977,39.9246925,camp_site
116.3852891,39.9214627,viewpoint
116.3828466,39.9216052,attraction
116.3958221,39.9265565,guest_house
116.3826639,39.9254171,attraction
116.4073355,39.9254581,gallery
116.4112108,39.9313817,hotel
116.3514174,39.8832304,hotel
116.3577032,39.8852405,hotel
116.3592608,39.8896148,hotel
116.3533778,39.8901236,attraction
116.3506292,39.906077,artwork
116.3506675,39.9056354,artwork
116.3528637,39.9066825,hotel
116.3863866,39.8442223,hostel
116.3903492,39.8575776,artwork
116.3915064,39.8532816,hotel
116.3442533,39.8981582,hotel
116.3940451,39.9432239,attraction
116.3681134,39.9335093,chalet
116.3692527,39.9228789,hotel
116.3706827,39.9316324,chalet
116.37109,39.9338189,chalet
116.3722969,39.9340025,chalet
116.3871775,39.9376188,viewpoint
116.3845427,39.9349852,attraction
116.4028463,39.9343338,gallery
116.4063982,39.9349997,hotel
116.4028267,39.9351567,hotel
116.3571932,39.8793194,hotel
116.413295,39.9276922,hotel
116.4168406,39.9320266,hostel
116.4136184,39.9366904,guest_house
116.4122718,39.9383927,artwork
116.4148056,39.9251043,hostel
116.4122383,39.9431999,guest_house
116.4148985,39.9378163,hotel
116.3614732,39.9276739,hostel
116.362127,39.9248261,hostel
116.3476145,39.9122948,hotel
116.3668103,39.9344391,chalet
116.3690748,39.9350659,hostel
116.3667164,39.9350662,chalet
116.3670346,39.9361252,chalet
116.371615,39.9362642,chalet
116.3649887,39.936428,artwork
116.3684304,39.9368316,chalet
116.3669358,39.9368719,chalet
116.3690826,39.9385564,hostel
116.3800832,39.831646,chalet
116.3809444,39.8413967,hotel
116.3811727,39.8326127,hotel
116.3851716,39.842183,hotel
116.3886993,39.8438963,hostel
116.388961,39.8375683,hostel
116.3065156,39.898214,hotel
116.326901,39.899549,artwork
116.3299063,39.9042618,hotel
116.3516625,39.922686,hotel
116.3493125,39.9300471,artwork
116.3642762,39.8476855,apartment
116.3343578,39.887833,hotel
116.3113242,39.8947017,hotel
116.318878,39.8945917,hotel
116.3257941,39.9168082,attraction
116.3363554,39.9271686,hotel
116.3434746,39.9228612,hotel
116.3102908,39.8870768,hotel
116.312366,39.8908259,information
116.315386,39.9116525,information
116.3158228,39.9109357,information
116.3323367,39.8471476,hotel
116.3297408,39.9268001,hotel
116.3269991,39.9320666,hotel
116.3424555,39.9387211,hotel
116.326767,39.9403218,guest_house
116.3242274,39.943096,museum
116.3102282,39.9435501,attraction
116.3286057,39.8013277,hotel
116.3215315,39.7803798,artwork
116.3215793,39.7462363,information
116.3196254,39.7455053,artwork
116.3206782,39.7452163,artwork
116.3189622,39.7470738,artwork
116.315911,39.7465123,hotel
116.4783972,39.8545507,artwork
116.453198,39.8741292,attraction
116.4536398,39.8693362,hotel
116.4542799,39.8678935,hotel
116.467785,39.8681233,apartment
116.4840031,39.8001619,hotel
116.4858913,39.7913086,hotel
116.4744513,39.8005994,hotel
116.4925988,39.7999324,hotel
116.454785,39.804401,museum
116.4849472,39.9014897,hotel
116.464118,39.9078175,hotel
116.4930797,39.7837239,hotel
116.51016,39.7853728,hotel
116.4918137,39.789462,hotel
116.5028858,39.7946885,hotel
116.4748038,39.9091598,hotel
116.4759518,39.909382,hotel
116.4783451,39.9167817,hotel
116.4829035,39.9172696,hotel
116.4547004,39.9116585,hotel
116.4521212,39.9127508,hotel
116.4532095,39.9227295,hotel
116.4641398,39.9213962,viewpoint
116.4655277,39.9127459,hotel
116.488944,39.920296,hotel
116.5164832,39.780183,hotel
116.5159106,39.7829653,hotel
116.4764097,39.9359055,theme_park
116.4796006,39.938685,theme_park
116.4796678,39.9351949,hotel
116.4798913,39.9389552,theme_park
116.4628735,39.9283322,hotel
116.464985,39.9281215,hotel
116.4651334,39.9284861,hotel
116.4654411,39.9272475,hotel
116.4713402,39.9360986,hotel
116.4702941,39.9363742,guest_house
116.4711417,39.9365305,guest_house
116.4748216,39.9370714,theme_park
116.4745855,39.9372235,theme_park
116.4740413,39.9375734,theme_park
116.4733844,39.937645,theme_park
116.4596171,39.9305688,information
116.4662925,39.9312119,hotel
116.4583446,39.924469,caravan_site
116.4600948,39.9276965,hotel
116.4970306,39.9343257,hotel
116.4780374,39.9444586,museum
116.4787937,39.9448309,museum
116.4567065,39.9277205,hotel
116.4579716,39.9300188,hotel
116.4600036,39.9279667,artwork
116.4600767,39.9279757,artwork
116.5067778,39.9226044,hostel
116.5077986,39.9229161,hostel
116.5071679,39.9229856,hostel
116.5116889,39.9332878,hotel
116.5022635,39.7633563,hotel
116.4574671,39.9327251,hotel
116.4728434,39.9478597,viewpoint
116.467375,39.9508164,hotel
116.4700975,39.9522413,hotel
116.4605476,39.9488258,hotel
116.44519,39.956687,hotel
116.4480375,39.9504122,hotel
116.4487391,39.9600615,hotel
116.449428,39.9516405,hotel
116.4495634,39.9597951,hotel
116.4501211,39.9512594,hotel
116.4526062,39.9574809,hotel
116.4581549,39.9477276,guest_house
116.4818971,39.9695005,hotel
116.4833563,39.9696732,hotel
116.483367,39.970479,hotel
116.4908102,39.9708832,hotel
116.4874325,39.9754923,hotel
116.4729853,39.9880349,hotel
116.4730485,39.9856301,hotel
116.4745468,39.9882956,hotel
116.4750057,39.9833935,information
116.4759057,39.9831542,information
116.478915,39.9907329,hotel
116.4841465,39.9851031,museum
116.4845085,39.9851027,gallery
116.484791,39.9851155,gallery
116.4853541,39.9859323,gallery
116.4859477,39.9827732,museum
116.486726,39.9851021,gallery
116.4874234,39.9862998,attraction
116.4876049,39.9853989,gallery
116.4876049,39.9853111,gallery
116.4887826,39.9857949,artwork
116.4893406,39.984055,gallery
116.4894067,39.9855987,museum
116.4894728,39.984081,gallery
116.4898547,39.9857795,museum
116.4902383,39.9853922,artwork
116.4911693,39.9904021,hotel
116.4943105,39.9862041,hotel
116.49552,39.997261,museum
116.4599226,40.0091143,hotel
116.4616062,40.0007692,artwork
116.4644239,39.9947087,information
116.4648566,40.0066021,hostel
116.4650462,39.9926636,hotel
116.4619606,40.0093718,hotel
116.4668395,40.0069347,hotel
116.4268025,40.0473051,apartment
116.4263284,40.0746037,chalet
116.4268044,40.0754024,chalet
116.4309752,40.070436,chalet
116.4325064,40.0732083,chalet
116.435808,40.0703744,chalet
116.465965,40.1177446,chalet
116.2905169,40.0018877,attraction
116.2924223,40.0025531,attraction
116.2949207,40.0027749,attraction
116.2905356,40.002875,attraction
116.2884934,40.0032288,attraction
116.2863976,40.0033126,attraction
116.2919332,40.0037768,attraction
116.2884014,40.0037908,attraction
116.2882333,40.004703,attraction
116.2938653,40.0047996,attraction
116.2894568,40.0054721,attraction
116.2866903,40.0055691,attraction
116.3012381,40.0056763,attraction
116.2904329,40.0057582,attraction
116.3003945,40.0057796,attraction
116.287379,40.0063183,attraction
116.2892176,40.0071076,attraction
116.3015553,40.0071264,attraction
116.2903235,40.0077862,attraction
116.2982726,40.0081328,attraction
116.2921357,40.0081981,attraction
116.3029727,40.0088067,information
116.3031498,40.0088786,attraction
116.2948426,40.009043,attraction
116.2901938,40.0091076,attraction
116.2876468,40.0094419,attraction
116.3010427,40.0099372,attraction
116.2941589,40.0101862,attraction
116.2958151,40.0104429,attraction
116.2892663,40.0105387,attraction
116.2921554,40.0110614,attraction
116.2883602,40.0115362,attraction
116.3019642,40.0115385,attraction
116.3028001,40.011642,attraction
116.3004276,40.0117458,attraction
116.303739,40.0118973,attraction
116.2965716,40.0120787,attraction
116.3023698,40.0115995,attraction
116.2914331,40.0062327,attraction
116.3022486,40.0123565,attraction
116.3056549,39.9691941,museum
116.3055087,40.0118965,attraction
116.3490872,40.0354174,hotel
116.2994621,39.9931977,artwork
116.2998591,39.9914612,artwork
116.3013943,39.9932448,artwork
116.302024,39.9915972,artwork
116.303283,39.9870455,artwork
116.2841011,40.006055,attraction
116.285565,40.0085098,attraction
116.2836944,40.0087454,attraction
116.2856421,40.0102567,attraction
116.2830761,40.0109084,information
116.2844762,40.011007,information
116.2723183,39.9970578,viewpoint
116.2729818,39.996505,viewpoint
116.3047424,39.9749921,hotel
116.2645423,40.0203897,hostel
116.2568506,40.0322162,viewpoint
116.2562496,40.0326004,attraction
116.2574142,40.0301555,viewpoint
116.2615463,39.9953338,viewpoint
116.3236086,40.0567464,hotel
116.3026589,39.9693215,artwork
116.3405817,39.9578246,hotel
116.2647501,39.9715673,viewpoint
116.2540452,40.0325794,viewpoint
116.2544616,40.0324442,viewpoint
116.2544764,40.0325896,viewpoint
116.253002,40.0261667,viewpoint
116.251551,40.0319665,viewpoint
116.247745,40.028395,viewpoint
116.2509087,40.0288413,viewpoint
116.3016495,39.9427042,hotel
116.2982993,39.9444708,hotel
116.2991576,39.9434756,hotel
116.310514,39.9275572,artwork
116.3093132,39.931451,hotel
116.2582013,39.98015,viewpoint
116.2702807,39.9654792,hotel
116.193172,40.0111272,attraction
116.1978603,40.0175766,viewpoint
116.1976836,40.0088499,viewpoint
116.1886028,40.0145012,yes
116.3034305,39.9315493,hotel
116.2485844,39.9672396,hotel
116.283379,39.9468285,artwork
116.204089,39.9963601,picnic_site
116.2042744,39.9962093,picnic_site
116.2023833,39.9997499,viewpoint
116.1979936,39.9846683,attraction
116.1998837,40.0068002,viewpoint
116.1990001,40.0071501,viewpoint
116.244574,39.9324879,apartment
116.370901,39.944003,hotel
116.3771264,39.9432648,information
116.2609747,40.1246101,hostel
116.2074852,40.1231132,apartment
116.1685793,39.9653971,viewpoint
116.1714628,39.9637298,attraction
116.1712775,39.9695834,viewpoint
116.1726,39.96765,viewpoint
116.5816145,40.0244693,museum
116.5219425,40.0220121,hotel
116.5662967,40.0607055,hotel
116.5669724,40.0600001,hotel
116.5688659,40.0589763,hotel
116.5727441,40.0609224,hotel
116.5794232,40.06116,hotel
116.5848481,40.045282,hotel
116.5523341,40.0719041,hotel
116.530093,40.07143,hostel
116.5989179,40.0488119,viewpoint
116.577588,39.9590448,hotel
116.5362609,39.9618352,guest_house
116.634673,40.0322276,hotel
116.5811299,40.0760819,hotel
116.5878558,40.065626,hotel
116.6600791,40.0482656,guest_house
116.5503174,39.912114,hostel
116.5511277,39.9134251,museum
116.5513497,39.9133647,museum
116.5521303,39.9131476,artwork
116.5535049,39.9135477,museum
116.5535897,39.9135397,museum
116.5581326,39.9131054,artwork
116.5202307,39.9090261,museum
116.5755397,39.9099018,hotel
116.5952299,39.8881128,apartment
116.5722423,39.8914353,artwork
116.4941992,39.7984733,hotel
116.7534311,40.1250317,hotel
116.4935699,39.7909825,apartment
116.7388351,39.8835572,attraction
116.7392835,39.8834422,attraction
116.8318261,39.9447671,hotel
116.4891688,39.9849692,gallery
116.4887045,39.9849531,gallery
116.6650062,40.1337444,attraction
116.6658164,40.1520688,alpine_hut
116.4691758,39.9905897,hotel
116.5149218,40.0825026,attraction
116.5142983,40.0839288,attraction
116.3976213,39.9550679,artwork
116.4093119,39.9764769,hotel
116.469298,40.07832,attraction
116.3634721,40.0045837,hotel
116.3464447,40.0296693,hotel
116.3397498,40.0338467,hotel
116.355786,40.1802394,information
116.3565237,40.1810641,information
116.3581208,40.18251,museum
116.3582928,40.1801764,information
116.3590768,40.1842572,museum
116.3591575,40.1842626,information
116.394858,39.900991,hotel
116.39523,39.900842,hotel
116.4131927,39.892847,hotel
116.405381,39.8809551,attraction
116.4035647,39.917217,attraction
116.4050449,39.9207019,hotel
116.4200959,39.8859914,hotel
116.422773,39.896276,hotel
116.4082832,39.9138741,hotel
116.4126804,39.9153268,hotel
116.4074636,39.9160069,hotel
116.4091651,39.9163985,hotel
116.4066176,39.9168111,hotel
116.4190696,39.917204,hostel
116.4161059,39.9199816,hotel
116.4124471,39.9204277,hotel
116.4127365,39.9146076,hotel
116.4102928,39.9137064,hotel
116.4219059,39.9043351,hotel
116.421721,39.9051143,hostel
116.4255774,39.9026237,hotel
116.4311908,39.9074927,attraction
116.4222232,39.9082141,hotel
116.4225961,39.9132825,attraction
116.4238673,39.8657137,attraction
116.4238673,39.8657054,attraction
116.4238673,39.8656968,attraction
116.4238673,39.865681,attraction
116.4277673,39.9001667,museum
116.4282548,39.8807021,artwork
116.4266793,39.8890165,hotel
116.4129567,39.9232644,hotel
116.4187292,39.923291,attraction
116.4110223,39.9271708,hotel
116.4231293,39.9175818,hostel
116.4330287,39.9208608,hotel
116.395962,39.93243,hotel
116.3967884,39.9344544,hotel
116.4101778,39.9344887,hotel
116.3990088,39.9384804,hotel
116.4001485,39.9329797,hotel
116.3972168,39.9382082,hotel
116.4334895,39.920791,hotel
116.4340874,39.9160919,hotel
116.4369173,39.9176839,apartment
116.442495,39.9056288,hotel
116.4446951,39.9117543,hotel
116.4448326,39.9057788,hotel
116.403843,39.940252,hotel
116.405741,39.942107,hotel
116.4106282,39.9470413,attraction
116.4106641,39.9468267,attraction
116.4106664,39.9473252,attraction
116.4069432,39.9472768,hotel
116.395352,39.9432905,hotel
116.4020026,39.9470677,artwork
116.4114118,39.8561405,hotel
116.412474,39.8562795,hotel
116.4300404,39.8532392,hotel
116.4193706,39.932641,hostel
116.428762,39.9365945,hotel
116.4109087,39.9436517,attraction
116.4109616,39.9470063,attraction
116.4109623,39.9473023,attraction
116.411244,39.9468431,attraction
116.4112609,39.9470627,attraction
116.414309,39.946579,artwork
116.4236883,39.9398848,attraction
116.4134716,39.941722,hotel
116.4326848,39.9212085,hotel
116.448064,39.9135829,hotel
116.4486876,39.9076433,hotel
116.4486771,39.9148286,artwork
116.442663,39.9165131,artwork
116.4435873,39.9178411,artwork
116.443502,39.9180001,artwork
116.4437879,39.9181795,artwork
116.4390503,39.9202147,hotel
116.4393276,39.9203378,hotel
116.4400373,39.920634,hotel
116.4387135,39.9209646,hotel
116.4433988,39.917939,hotel
116.4359114,39.9236437,hotel
116.4342159,39.9248898,museum
116.4391073,39.9297563,artwork
116.4391169,39.929355,artwork
116.4294816,39.9315001,hotel
116.4295046,39.9380874,hotel
116.4306345,39.9319501,information
116.4151458,39.9709033,artwork
116.4151887,39.9694328,artwork
116.408772,39.835086,museum
116.409287,39.835761,hotel
116.4379682,39.9328502,hostel
116.4380141,39.9344629,hostel
116.4264005,39.9397894,attraction
116.4265401,39.9398551,attraction
116.4267025,39.9397017,artwork
116.4267685,39.941375,artwork
116.4123227,39.9697652,hotel
116.4492021,39.9261843,hotel
116.4382087,39.9347748,hotel
116.4378562,39.934795,hotel
116.4346958,39.9349151,hostel
116.4347731,39.934895,hostel
116.4387135,39.93752,hotel
116.4421755,39.9296,hotel
116.4459836,39.9317625,hotel
116.4409968,39.9314775,artwork
116.4446266,39.9296636,hotel
116.4403152,39.8485793,hotel
116.395168,39.83932,hotel
116.3953625,39.8357756,hotel
116.3957365,39.8337152,museum
116.4312942,39.9490408,attraction
116.436065,39.9535691,hotel
116.4275013,39.9593231,apartment
116.4274961,39.9621654,attraction
116.4545903,39.8655505,hotel
116.4494151,39.9322592,information
116.4510634,39.9316632,hotel
116.4293625,39.8448082,hotel
116.4514385,39.9283109,hotel
116.4515351,39.9288662,guest_house
116.4490248,39.9343294,information
116.4477649,39.9353454,hostel
116.4492262,39.9352006,attraction
116.4077851,39.986552,hotel
116.4283606,39.970762,hostel
116.4003691,39.9924549,hotel
116.4568986,39.9447305,hotel
116.457125,39.944627,hotel
116.4325114,39.9825762,apartment
116.409523,40.00178,hotel
116.402278,40.007176,hotel
116.4023278,40.0134062,hotel
116.412426,40.016903,hotel
116.422128,40.0001474,hotel
116.4275213,40.0036091,viewpoint
116.413107,40.017459,hotel
116.396348,40.000613,hotel
116.4009424,40.003144,hotel
116.3630965,39.9562641,hotel
116.3855688,39.9550491,hostel
116.3854808,39.9551941,hostel
116.3750669,39.9658001,hotel
116.3749044,39.9659011,hotel
116.3764796,39.9661007,hotel
116.37565,39.9592464,hotel
116.3658697,39.9757445,hotel
116.3632244,39.9761167,hotel
116.3844924,39.9676618,museum
116.3746202,39.9439782,attraction
116.3772191,39.945649,camp_site
116.379883,39.9439787,hotel
116.3857109,39.9493125,attraction
116.3864649,39.9465061,hotel
116.3870444,39.9440807,hotel
116.3564861,39.9656232,hotel
116.3577855,39.9656979,hotel
116.3575784,39.9659352,hotel
116.3591721,39.9669283,hotel
116.3568416,39.9492322,hotel
116.3571016,39.950444,hotel
116.3619657,39.9524544,guest_house
116.3618616,39.9524885,guest_house
116.3875005,39.9863047,information
116.3785813,39.9806468,hotel
116.3820145,39.9828093,hotel
116.3506977,39.9598167,artwork
116.3510789,39.9621727,artwork
116.3508592,39.967153,guest_house
116.344929,39.9570316,hotel
116.3624795,39.9889894,hotel
116.3629513,39.9826901,hotel
116.3948265,39.9711664,hotel
116.4010734,39.9640175,hotel
116.4010969,39.9628698,hotel
116.4010813,39.9571187,hotel
116.3557099,39.9466198,hotel
116.3979606,39.9463983,guest_house
116.4007061,39.9453218,guest_house
116.3959678,39.9453669,artwork
116.4018877,39.9410312,motel
116.4019266,39.9404749,motel
116.3476379,39.973809,viewpoint
116.3724753,39.9957863,hotel
116.4047609,39.9720502,hotel
116.4061527,39.9821075,hotel
116.3405495,39.9576249,hotel
116.4075808,39.9420281,hotel
